15;-1000;2.00
15;-1000;40.00
10;8510;2.00
15;-1000;5.85
10;9421;2.00
15;-1000;2.34
10;3350;2.00
15;-1000;4.00
40;8034;40.00
15;-1000;4.09
10;7502;2.00
15;-1000;2.36
10;9908;2.00
15;-1000;5.62
40;9419;40.00
15;-1000;5.54
10;3266;2.00
15;-1000;3.76
10;3061;2.00
15;-1000;5.13
40;2071;40.00
15;-1000;2.59
10;6821;2.00
15;-1000;4.48
10;9910;2.00
15;-1000;3.04
10;3140;2.00
15;-1000;3.78
40;8490;40.00
15;-1000;5.38
40;9570;40.00
15;-1000;2.78
10;2799;2.00
15;-1000;3.22
10;2717;2.00
15;-1000;3.93
40;9300;40.00
15;-1000;3.35
10;8420;2.00
15;-1000;5.19
10;7230;2.00
15;-1000;5.95
40;5480;40.00
15;-1000;2.64
40;3301;40.00
15;-1000;2.95
10;3168;2.00
15;-1000;4.81
10;2800;2.00
15;-1000;3.50
10;8503;2.00
15;-1000;5.89
10;4520;2.00
15;-1000;5.89
40;9830;40.00
15;-1000;4.57
10;9253;2.00
15;-1000;5.44
40;8170;40.00
15;-1000;3.61
10;5460;2.00
15;-1000;4.53
30;-1000;21.78
